23.625,1637681727.623789
23.5625,1637681732.7642899
23.5625,1637681737.897421
28.1875,1637681743.0407882
27.3125,1637681748.1755664
25.8125,1637681753.3975434
25.4375,1637681758.621395
25.1875,1637681763.8387477
24.9375,1637681768.985592
24.8125,1637681774.1197746
24.6875,1637681779.3322556
24.5625,1637681784.5650766
24.4375,1637681789.7793338
24.375,1637681794.9954884
24.3125,1637681800.2114038
24.1875,1637681805.4258723
24.1875,1637681812.289024
24.125,1637681817.506016
24.0625,1637681822.7211983
24.0625,1637681827.9344788
24.0,1637681833.147207
23.9375,1637681838.3685417
23.9375,1637681843.5789096
23.9375,1637681848.7979016
23.9375,1637681854.0067914
23.9375,1637681859.2198596
23.875,1637681864.4356194
23.875,1637681869.6498759
23.875,1637681874.790811
23.8125,1637681879.9773262
23.875,1637681885.2074063
23.875,1637681890.3902285
23.8125,1637681895.5419412
